SiteCode,sdatetime,sdate,Year,Month,DOY,Sample_ID,Sample_Qualifier,Enterococci,Reporting_Limit,Lab_Qualifier,Bacteria,Bacteria_Flag,Rain24,Rain48,Salinity,Air_Temp,Water_Temp,Weather,Past24HR_Weather,Past48HR_Weather,Tide_Stage,Water_Surface,Current
EEB-01,2011-05-30T10:48:00Z,2011-05-30,2011,5,150,EEB-01 5/30/2011,NA,20,NA,NA,20,NA,NA,0.01,24,22.8,14.1,OVERCAST,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-06-10T07:45:00Z,2011-06-10,2011,6,161,EEB-01 6/10/2011,NA,NA,10,U,10,TRUE,NA,0.2,30,18.6,13.3,PARTLY CLOUDY,NA,LIGHT RAIN,NA,ROUGH,NA
EEB-01,2011-06-15T09:30:00Z,2011-06-15,2011,6,166,EEB-01 6/15/2011,NA,NA,10,U,10,TRUE,NA,0.1,31,16.5,13.2,CLEAR,NA,LIGHT RAIN,NA,ROUGH,NA
EEB-01,2011-06-17T11:00:00Z,2011-06-17,2011,6,168,EEB-01 6/17/2011,NA,10,NA,NA,10,NA,NA,NA,30,22.7,14.7,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-06-20T07:40:00Z,2011-06-20,2011,6,171,EEB-01 6/20/2011,NA,10,NA,NA,10,NA,NA,NA,31,17.8,13.7,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-06-22T06:40:00Z,2011-06-22,2011,6,173,EEB-01 6/22/2011,NA,NA,10,U,10,TRUE,NA,0.11,26,19.5,15,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-06-24T07:00:00Z,2011-06-24,2011,6,175,EEB-01 6/24/2011,NA,120,NA,NA,120,NA,NA,0.75,31,12.2,13.3,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2011-06-27T11:45:00Z,2011-06-27,2011,6,178,EEB-01 6/27/2011,NA,NA,10,U,10,TRUE,NA,0,31,22.9,17.4,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2011-06-29T13:10:00Z,2011-06-29,2011,6,180,EEB-01 6/29/2011,NA,40,NA,NA,40,NA,NA,0.25,27,18.5,18,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-06-03T08:45:00Z,2011-06-03,2011,6,154,EEB-01 6/3/2011,NA,10,NA,NA,10,NA,NA,0,24,15.5,12.2,PARTLY CLOUDY,NA,NO RAIN,NA,ROUGH,NA
EEB-01,2011-06-06T08:00:00Z,2011-06-06,2011,6,157,EEB-01 6/6/2011,NA,10,NA,NA,10,NA,NA,0,26,15,12.5,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-06-08T09:15:00Z,2011-06-08,2011,6,159,EEB-01 6/8/2011,NA,20,NA,NA,20,NA,NA,0,21,15.7,14,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-07-01T11:00:00Z,2011-07-01,2011,7,182,EEB-01 7/1/2011,NA,NA,10,U,10,TRUE,NA,0,33,21.8,15.8,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-07-11T07:15:00Z,2011-07-11,2011,7,192,EEB-01 7/11/2011,NA,10,NA,NA,10,NA,NA,0,32,21.8,15.4,OVERCAST,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-07-13T09:10:00Z,2011-07-13,2011,7,194,EEB-01 7/13/2011,NA,50,NA,NA,50,NA,NA,0,31,25.4,15.9,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-07-15T08:45:00Z,2011-07-15,2011,7,196,EEB-01 7/15/2011,NA,10,NA,NA,10,NA,NA,0,32,21.3,17.3,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-07-18T07:30:00Z,2011-07-18,2011,7,199,EEB-01 7/18/2011,NA,20,NA,NA,20,NA,NA,0.03,29,24.2,17.1,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-07-20T07:15:00Z,2011-07-20,2011,7,201,EEB-01 7/20/2011,NA,10,NA,NA,10,NA,NA,0,32,18.8,15.7,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-07-22T07:30:00Z,2011-07-22,2011,7,203,EEB-01 7/22/2011,NA,20,NA,NA,20,NA,NA,0,33,28.7,15.1,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-07-25T07:45:00Z,2011-07-25,2011,7,206,EEB-01 7/25/2011,NA,NA,10,U,10,TRUE,NA,0.01,32,20.1,17.1,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-07-27T07:20:00Z,2011-07-27,2011,7,208,EEB-01 7/27/2011,NA,NA,10,U,10,TRUE,NA,0.44,31,18.2,15.5,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2011-07-29T07:35:00Z,2011-07-29,2011,7,210,EEB-01 7/29/2011,NA,NA,10,U,10,TRUE,NA,1,32,21.7,16.8,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2011-07-04T07:30:00Z,2011-07-04,2011,7,185,EEB-01 7/4/2011,NA,30,NA,NA,30,NA,NA,0.01,24,17.4,15.4,RAIN,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-07-06T08:10:00Z,2011-07-06,2011,7,187,EEB-01 7/6/2011,NA,NA,10,U,10,TRUE,NA,0.03,31,19.7,15.1,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-07-08T07:15:00Z,2011-07-08,2011,7,189,EEB-01 7/8/2011,NA,40,NA,NA,40,NA,NA,0.2,31,17.2,14.6,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-08-01T07:00:00Z,2011-08-01,2011,8,213,EEB-01 8/1/2011,NA,50,NA,NA,50,NA,NA,0.03,29,18.7,18.1,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-08-10T06:45:00Z,2011-08-10,2011,8,222,EEB-01 8/10/2011,NA,40,NA,NA,40,NA,NA,0.4,32,16.7,17.1,OVERCAST,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2011-08-12T08:00:00Z,2011-08-12,2011,8,224,EEB-01 8/12/2011,NA,NA,10,U,10,TRUE,NA,0.55,32,19.4,17.8,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-08-15T08:40:00Z,2011-08-15,2011,8,227,EEB-01 8/15/2011,NA,10,NA,NA,10,NA,NA,3,30,19,17.7,RAIN,NA,MEDIUM RAIN,NA,ROUGH,NA
EEB-01,2011-08-17T08:15:00Z,2011-08-17,2011,8,229,EEB-01 8/17/2011,NA,200,NA,NA,200,NA,NA,2.23,27,19.2,18.6,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-08-18T12:35:00Z,2011-08-18,2011,8,230,EEB-01 8/18/2011,NA,10,NA,NA,10,NA,NA,0,31,20.6,17.1,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-08-19T06:30:00Z,2011-08-19,2011,8,231,EEB-01 8/19/2011,NA,140,NA,NA,140,NA,NA,0,31,20.6,18.5,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-08-22T07:30:00Z,2011-08-22,2011,8,234,EEB-01 8/22/2011,NA,10,NA,NA,10,NA,NA,0.6,24,19.1,16.8,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2011-08-24T08:45:00Z,2011-08-24,2011,8,236,EEB-01 8/24/2011,NA,20,NA,NA,20,NA,NA,0,32,19.4,17.2,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-08-26T07:20:00Z,2011-08-26,2011,8,238,EEB-01 8/26/2011,NA,20,NA,NA,20,NA,NA,0.3,33,20.5,16.2,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2011-08-29T09:40:00Z,2011-08-29,2011,8,241,EEB-01 8/29/2011,NA,86,NA,NA,86,NA,NA,1.7,27,20.5,16.7,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2011-08-03T07:00:00Z,2011-08-03,2011,8,215,EEB-01 8/3/2011,NA,10,NA,NA,10,NA,NA,0.06,32,18.2,16.9,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
EEB-01,2011-08-05T07:10:00Z,2011-08-05,2011,8,217,EEB-01 8/5/2011,NA,20,NA,NA,20,NA,NA,0.8,31,18.1,16.6,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2011-08-08T11:00:00Z,2011-08-08,2011,8,220,EEB-01 8/8/2011,NA,NA,10,U,10,TRUE,NA,0.35,31,25.8,17.8,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2011-06-20T08:47:00Z,2011-06-20,2011,6,171,SBSP-3 7/12/2011,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
EEB-01,2012-05-30T11:00:00Z,2012-05-30,2012,5,151,EEB-01 5/30/2012,NA,41,NA,NA,41,NA,NA,1.68,20,15.2,16.5,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2012-06-01T10:51:00Z,2012-06-01,2012,6,153,EEB-01 6/1/2012,NA,20,NA,NA,20,NA,NA,0,28,19.1,15.5,CLEAR,NA,NO RAIN,NA,NA,NA
EEB-01,2012-06-11T07:30:00Z,2012-06-11,2012,6,163,EEB-01 6/11/2012,NA,40,NA,NA,40,NA,NA,0,6,15.9,15,OVERCAST,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-06-13T07:30:00Z,2012-06-13,2012,6,165,EEB-01 6/13/2012,NA,10,NA,NA,10,NA,NA,0.8,30,15.9,12.2,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2012-06-15T08:30:00Z,2012-06-15,2012,6,167,EEB-01 6/15/2012,NA,NA,10,U,10,TRUE,NA,0.01,17,18.2,15.8,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-06-18T07:45:00Z,2012-06-18,2012,6,170,EEB-01 6/18/2012,NA,NA,10,U,10,TRUE,NA,0,6,13.7,15.8,OVERCAST,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-06-20T08:30:00Z,2012-06-20,2012,6,172,EEB-01 6/20/2012,NA,NA,10,U,10,TRUE,NA,0,10,20.4,16.4,PARTLY CLOUDY,NA,NO RAIN,NA,NA,NA
EEB-01,2012-06-22T08:30:00Z,2012-06-22,2012,6,174,EEB-01 6/22/2012,NA,20,NA,NA,20,NA,NA,0,11,21.8,19.2,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-06-25T07:45:00Z,2012-06-25,2012,6,177,EEB-01 6/25/2012,NA,20,NA,NA,20,NA,NA,0.14,22,19.6,16.5,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2012-06-27T11:30:00Z,2012-06-27,2012,6,179,EEB-01 6/27/2012,NA,243,NA,NA,243,NA,NA,0.2,22,21.5,16.1,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-06-28T01:30:00Z,2012-06-28,2012,6,180,EEB-01 6/28/2012,NA,NA,10,U,10,TRUE,NA,0.04,15,26.7,18.3,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-06-29T07:30:00Z,2012-06-29,2012,6,181,EEB-01 6/29/2012,NA,NA,10,U,10,TRUE,NA,0.03,30,18.4,13.3,RAIN,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-06-04T07:30:00Z,2012-06-04,2012,6,156,EEB-01 6/4/2012,NA,8160,NA,NA,8160,NA,NA,6.6,5,11.7,12.8,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2012-06-06T10:30:00Z,2012-06-06,2012,6,158,EEB-01 6/6/2012,NA,NA,10,U,10,TRUE,NA,0.01,26,14.3,12.9,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-06-08T07:00:00Z,2012-06-08,2012,6,160,EEB-01 6/8/2012,NA,74,NA,NA,74,NA,NA,0.03,24,12.9,12.8,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-07-11T08:40:00Z,2012-07-11,2012,7,193,EEB-01 7/11/2012,NA,NA,10,U,10,TRUE,NA,0,20,19.5,18.3,CLEAR,NA,NO RAIN,NA,NA,NA
EEB-01,2012-07-13T06:50:00Z,2012-07-13,2012,7,195,EEB-01 7/13/2012,NA,10,NA,NA,10,NA,NA,0,35,20.2,15.9,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-07-16T06:30:00Z,2012-07-16,2012,7,198,EEB-01 7/16/2012,NA,NA,10,U,10,TRUE,NA,0.35,29,21,17.8,PARTLY CLOUDY,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-07-18T07:30:00Z,2012-07-18,2012,7,200,EEB-01 7/18/2012,NA,NA,10,U,10,TRUE,NA,0.03,27,23.2,18.5,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-07-02T08:00:00Z,2012-07-02,2012,7,184,EEB-01 7/2/2012,NA,10,NA,NA,10,NA,NA,0.17,29,21.9,19.3,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-07-20T07:20:00Z,2012-07-20,2012,7,202,EEB-01 7/20/2012,NA,10,NA,NA,10,NA,NA,0,29,18.1,17.4,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-07-23T06:45:00Z,2012-07-23,2012,7,205,EEB-01 7/23/2012,NA,20,NA,NA,20,NA,NA,0,32,19.8,15.4,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-07-25T10:00:00Z,2012-07-25,2012,7,207,EEB-01 7/25/2012,NA,NA,10,U,10,TRUE,NA,1.5,30,23.7,16,CLEAR,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2012-07-27T07:40:00Z,2012-07-27,2012,7,209,EEB-01 7/27/2012,NA,20,NA,NA,20,NA,NA,1,30,18.2,15.3,RAIN,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2012-07-30T11:30:00Z,2012-07-30,2012,7,212,EEB-01 7/30/2012,NA,10,NA,NA,10,NA,NA,0.13,32,22.3,17.6,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2012-07-06T07:45:00Z,2012-07-06,2012,7,188,EEB-01 7/6/2012,NA,295,NA,NA,295,NA,NA,2.1,19,21.9,17.1,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2012-07-09T07:00:00Z,2012-07-09,2012,7,191,EEB-01 7/9/2012,NA,NA,10,U,10,TRUE,NA,0,26,19.8,14.8,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-08-01T09:20:00Z,2012-08-01,2012,8,214,EEB-01 8/1/2012,NA,40,NA,NA,40,NA,NA,0.62,33,22,16.2,CLEAR,NA,LIGHT RAIN,NA,NA,NA
EEB-01,2012-08-10T09:00:00Z,2012-08-10,2012,8,223,EEB-01 8/10/2012,NA,10,NA,NA,10,NA,NA,1.5,32,21.8,19,OVERCAST,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2012-08-13T07:20:00Z,2012-08-13,2012,8,226,EEB-01 8/13/2012,NA,30,NA,NA,30,NA,NA,0.29,30,22,17.8,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2012-08-15T10:00:00Z,2012-08-15,2012,8,228,EEB-01 8/15/2012,NA,1106,NA,NA,1106,NA,NA,0.02,32,23.8,17.5,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-08-17T06:45:00Z,2012-08-17,2012,8,230,EEB-01 8/17/2012,NA,8160,NA,NA,8160,NA,NA,0.9,18,18.3,19,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2012-08-18T09:30:00Z,2012-08-18,2012,8,231,EEB-01 8/18/2012,NA,220,NA,NA,220,NA,NA,0.87,31,20.1,16.4,PARTLY CLOUDY,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2012-08-19T10:10:00Z,2012-08-19,2012,8,232,EEB-01 8/19/2012,NA,10,NA,NA,10,NA,NA,NA,28,23.5,16.1,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-08-20T09:10:00Z,2012-08-20,2012,8,233,EEB-01 8/20/2012,NA,20,NA,NA,20,NA,NA,0.05,26,19.3,18.2,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2012-08-22T07:30:00Z,2012-08-22,2012,8,235,EEB-01 8/22/2012,NA,NA,10,U,10,TRUE,NA,NA,33,17.7,16.1,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-08-24T08:45:00Z,2012-08-24,2012,8,237,EEB-01 8/24/2012,NA,30,NA,NA,30,NA,NA,0,31,20.6,16.5,OVERCAST,NA,NO RAIN,NA,NA,NA
EEB-01,2012-08-27T07:00:00Z,2012-08-27,2012,8,240,EEB-01 8/27/2012,NA,NA,10,U,10,TRUE,NA,0,32,21.1,16,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-08-29T08:45:00Z,2012-08-29,2012,8,242,EEB-01 8/29/2012,NA,NA,10,U,10,TRUE,NA,NA,32,18,16.2,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-08-03T08:20:00Z,2012-08-03,2012,8,216,EEB-01 8/3/2012,NA,NA,10,U,10,TRUE,NA,0,26,19.2,17.9,OVERCAST,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-08-31T08:30:00Z,2012-08-31,2012,8,244,EEB-01 8/31/2012,NA,30,NA,NA,30,NA,NA,NA,30,23.9,16.1,OVERCAST,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-08-06T07:55:00Z,2012-08-06,2012,8,219,EEB-01 8/6/2012,NA,98,NA,NA,98,NA,NA,NA,32,25.7,17,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2012-08-08T07:45:00Z,2012-08-08,2012,8,221,EEB-01 8/8/2012,NA,40,NA,NA,40,NA,NA,0,33,19.6,17.9,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2012-09-05T08:25:00Z,2012-09-05,2012,9,249,EEB-01 9/5/2012,NA,31,NA,NA,31,NA,NA,NA,30,21.4,15.8,RAIN,NA,MEDIUM RAIN,NA,ROUGH,NA
EEB-01,2012-09-07T08:00:00Z,2012-09-07,2012,9,251,EEB-01 9/7/2012,NA,40,NA,NA,40,NA,NA,0,28,18.9,15.6,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-05-27T07:00:00Z,2013-05-27,2013,5,147,EEB-01 5/27/2013,NA,200,NA,NA,200,NA,NA,0.51,24,9.3,10.3,PARTLY CLOUDY,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2013-05-29T10:50:00Z,2013-05-29,2013,5,149,EEB-01 5/29/2013,NA,NA,10,U,10,TRUE,NA,0.18,25,12,11.5,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2013-06-03T13:20:00Z,2013-06-03,2013,6,154,EEB-01 6/03/2013,NA,NA,10,U,10,TRUE,NA,0.63,30,23.7,14.2,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2013-06-05T09:45:00Z,2013-06-05,2013,6,156,EEB-01 6/05/2013,NA,NA,10,U,10,TRUE,NA,0.5,31,18.5,12.3,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2013-06-07T08:05:00Z,2013-06-07,2013,6,158,EEB-01 6/07/2013,NA,20,NA,NA,20,NA,NA,0.5,31,13.3,13.1,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2013-06-10T09:00:00Z,2013-06-10,2013,6,161,EEB-01 6/10/2013,NA,40,NA,NA,40,NA,NA,0,NA,18.8,16.1,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-06-12T09:51:00Z,2013-06-12,2013,6,163,EEB-01 6/12/2013,NA,180,NA,NA,180,NA,NA,0.25,23.5,16.6,14.4,RAIN,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2013-06-14T10:00:00Z,2013-06-14,2013,6,165,EEB-01 6/14/2013,NA,20,NA,NA,20,NA,NA,0,25,15.6,14.4,OVERCAST,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-06-17T09:00:00Z,2013-06-17,2013,6,168,EEB-01 6/17/2013,NA,NA,10,U,10,TRUE,NA,0,30,22.7,13.4,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-06-19T10:00:00Z,2013-06-19,2013,6,170,EEB-01 6/19/2013,NA,NA,10,U,10,TRUE,NA,0.1,29,19.8,14.4,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2013-06-21T06:45:00Z,2013-06-21,2013,6,172,EEB-01 6/21/2013,NA,NA,10,U,10,TRUE,NA,0,33,16.4,13.6,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-06-24T09:00:00Z,2013-06-24,2013,6,175,EEB-01 6/24/2013,NA,200,NA,NA,200,NA,NA,1.82,30,25.6,14.2,CLEAR,NA,MEDIUM RAIN,NA,ROUGH,NA
EEB-01,2013-06-26T11:32:00Z,2013-06-26,2013,6,177,EEB-01 6/26/2013,NA,50,NA,NA,50,NA,NA,0.7,30,21.6,14.6,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2013-06-28T09:39:00Z,2013-06-28,2013,6,179,EEB-01 6/28/2013,NA,1170,NA,NA,1170,NA,NA,0.75,22,14.8,15.7,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2013-06-29T12:30:00Z,2013-06-29,2013,6,180,EEB-01 6/29/2013,NA,980,NA,NA,980,NA,NA,1.38,15,18.9,18.6,RAIN,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2013-07-01T08:45:00Z,2013-07-01,2013,7,182,EEB-01 7/01/2013,NA,380,NA,NA,380,NA,NA,0,15,20.2,18.2,OVERCAST,NA,NO RAIN,NA,ROUGH,NA
EEB-01,2013-07-03T11:16:00Z,2013-07-03,2013,7,184,EEB-01 7/03/2013,NA,10,NA,NA,10,NA,NA,1.2,9.5,18.1,19,OVERCAST,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2013-07-05T08:30:00Z,2013-07-05,2013,7,186,EEB-01 7/05/2013,NA,20,NA,NA,20,NA,NA,0,28,23.8,15.1,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-07-08T08:30:00Z,2013-07-08,2013,7,189,EEB-01 7/08/2013,NA,50,NA,NA,50,NA,NA,0.2,23,23.8,19.3,OVERCAST,NA,LIGHT RAIN,NA,ROUGH,NA
EEB-01,2013-07-10T09:53:00Z,2013-07-10,2013,7,191,EEB-01 7/10/2013,NA,10,NA,NA,10,NA,NA,0.3,23,16.5,18,OVERCAST,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2013-07-12T07:20:00Z,2013-07-12,2013,7,193,EEB-01 7/12/2013,NA,10,NA,NA,10,NA,NA,0.1,28,20.2,15.3,CLEAR,NA,LIGHT RAIN,NA,ROUGH,NA
EEB-01,2013-07-15T08:40:00Z,2013-07-15,2013,7,196,EEB-01 7/15/2013,NA,NA,10,U,10,TRUE,NA,0,25,27.6,18,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-07-17T08:13:00Z,2013-07-17,2013,7,198,EEB-01 7/17/2013,NA,10,NA,NA,10,NA,NA,0,27,24.7,18.5,CLEAR,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-07-19T07:00:00Z,2013-07-19,2013,7,200,EEB-01 7/19/2013,NA,30,NA,NA,30,NA,NA,0.5,30,23.2,16.4,CLEAR,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2013-07-22T11:30:00Z,2013-07-22,2013,7,203,EEB-01 7/22/2013,NA,840,NA,NA,840,NA,NA,0,30,20.7,17.5,OVERCAST,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-07-24T08:00:00Z,2013-07-24,2013,7,205,EEB-01 7/24/2013,NA,275,NA,NA,275,NA,NA,0.75,24,21.8,18.6,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2013-07-26T08:40:00Z,2013-07-26,2013,7,207,EEB-01 7/26/2013,NA,20,NA,NA,20,NA,NA,0.2,32,17.1,16.1,RAIN,NA,HEAVY RAIN,NA,ROUGH,NA
EEB-01,2013-07-29T11:30:00Z,2013-07-29,2013,7,210,EEB-01 7/29/2013,NA,10,NA,NA,10,NA,NA,0.29,26,19.3,18.1,OVERCAST,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2013-07-31T09:55:00Z,2013-07-31,2013,7,212,EEB-01 7/31/2013,NA,10,NA,NA,10,NA,NA,0.1,23,24.7,18.6,CLEAR,NA,LIGHT RAIN,NA,CALM,NA
EEB-01,2013-08-05T07:55:00Z,2013-08-05,2013,8,217,EEB-01 8/05/2013,NA,1630,NA,NA,1630,NA,NA,0.5,31,18.2,15.8,CLEAR,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2013-08-07T09:15:00Z,2013-08-07,2013,8,219,EEB-01 8/07/2013,NA,NA,10,U,10,TRUE,NA,0,31,20.4,18.6,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-08-09T08:10:00Z,2013-08-09,2013,8,221,EEB-01 8/09/2013,NA,10,NA,NA,10,NA,NA,0.25,30,20.3,17.1,OVERCAST,NA,HEAVY RAIN,NA,CALM,NA
EEB-01,2013-08-12T12:53:00Z,2013-08-12,2013,8,224,EEB-01 8/12/2013,NA,10,NA,NA,10,NA,NA,0,33,21.5,15.9,OVERCAST,NA,NO RAIN,NA,ROUGH,NA
EEB-01,2013-08-16T08:20:00Z,2013-08-16,2013,8,228,EEB-01 8/16/2013,NA,10,NA,NA,10,NA,NA,0,33,17.6,14.5,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-08-19T10:30:00Z,2013-08-19,2013,8,231,EEB-01 8/19/2013,NA,NA,10,U,10,TRUE,NA,0,31,25.4,14.6,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-08-21T10:26:00Z,2013-08-21,2013,8,233,EEB-01 8/21/2013,NA,110,NA,NA,110,NA,NA,0,31,24.1,15.7,CLEAR,NA,NO RAIN,NA,ROUGH,NA
EEB-01,2013-08-23T08:16:00Z,2013-08-23,2013,8,235,EEB-01 8/23/2013,NA,10,NA,NA,10,NA,NA,0,28,20.3,17.4,PARTLY CLOUDY,NA,NO RAIN,NA,CALM,NA
EEB-01,2013-08-26T12:46:00Z,2013-08-26,2013,8,238,EEB-01 8/26/2013,NA,NA,10,U,10,TRUE,NA,0.2,32,24.4,15.5,PARTLY CLOUDY,NA,MEDIUM RAIN,NA,CALM,NA
EEB-01,2013-08-29T10:50:00Z,2013-08-29,2013,8,241,EEB-01 8/29/2013,NA,10,NA,NA,10,NA,NA,0,28,20.3,18.9,OVERCAST,NA,NO RAIN,NA,ROUGH,NA
EEB-01,2013-08-30T08:20:00Z,2013-08-30,2013,8,242,EEB-01 8/30/2013,NA,30,NA,NA,30,NA,NA,0.04,32,18.2,15.9,OVERCAST,NA,LIGHT RAIN,NA,NA,NA
EEB-01,2013-09-04T14:45:00Z,2013-09-04,2013,9,247,EEB-01 9/04/2013,NA,10,NA,NA,10,NA,NA,3,31,27.2,18.3,CLEAR,NA,HEAVY RAIN,NA,ROUGH,NA
